TranscriptionId	Channel	StartTime	SegmentDuration	Transcription	RecordingId
306030	2	0:03:37.453	00:00:3.490	[filler/] Masaya ako doon sa [filler/] "Karen" Maraming salamat	e15a3822-3849-4ac2-afd2-e426d888c1ee
335283	1	0:02:46.892	00:00:9.148	[filler/] [eng_start/] Ma'am [eng_end/] kailangan niyo pong bayaran ang halaga ng telepono na mababayaran sana sa loob ng anim na buwan at meron din pong dagdag na halagang singil	57f44268-fbf9-4616-868e-0768e637f0e6
310093	1	0:02:56.334	00:00:8.238	[filler/] Opo ang tindahan po namin ay magbubukas po ng alas-otso ng umaga hanggang alas-sinko po ng hapon araw-araw po iyon	9591d37d-3d5f-470b-81ab-f93624f58b92
335278	2	0:01:56.409	00:00:6.785	[filler/] Ganun ba [filler/] tanungin ko lang kung bakit napakababa ng halaga ng mga ito kumpara sa halagang binabayaran ko ngayon	57f44268-fbf9-4616-868e-0768e637f0e6
305442	1	0:02:09.967	00:00:11.040	[filler/] Sige po maraming salamat at ang bago niyo pong [eng_start/] plan [eng_end/] para sa pagtawag sa ibang bansa ay naidagdag ko na po sa [eng_start/] phone plan [eng_end/] po ninyo ngayon at [filler/] ia-activate bukas ang bago niyo pong [eng_start/] plan [eng_end/]	c286961d-ae39-47ee-b3f2-638e83b26080
335284	2	0:02:55.889	00:00:7.651	[filler/] [filler/] sige [filler/] nauunawaan ko naman ito pwede ko bang hilingin na kanselahin na lang ang kontrata pagkatapos ng anim na buwan	57f44268-fbf9-4616-868e-0768e637f0e6
335290	1	0:03:33.783	00:00:14.317	[filler/] Sige po iniimbitahan ko po kayo na sumali sa [eng_start/] survey [eng_end/] tungkol sa [eng_start/] customer [eng_end/] Maraming salamat din po sa pagtawag [eng_start/] ma'am [eng_end/] at wag niyo po munang ibaba ang telepono paalam	57f44268-fbf9-4616-868e-0768e637f0e6
376063	2	0:01:57.920	00:00:8.146	[filler/] [n_s/] Awtomatiko bang kukunin sa iyong [eng_start/] five G network [eng_end/] [filler/] sa telepono ko kung magpapalit di ako agad ng [eng_start/] plan [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
305437	1	0:01:12.040	00:00:14.776	[n_s/] [filler/] sige po [filler/] meron naman po tayong matipid na [eng_start/] plan [eng_end/] para sa pagtawag sa "Australia" at "New Zealand" [filler/] meron po tayong dalawang oras na [eng_start/] credit [eng_end/] ng tawag sa isang buwan po iyon	c286961d-ae39-47ee-b3f2-638e83b26080
305445	1	0:02:34.669	00:00:13.614	[n_s/] [filler/] Sige po wala pong problema yun [eng_start/] ma'am [eng_end/] [filler/] gusto niyo po bang ipadala ang [eng_start/] invoice [eng_end/] sa [eng_start/] email [eng_end/] po ninyo	c286961d-ae39-47ee-b3f2-638e83b26080
376048	1	0:00:00.000	00:00:8.124	Magandang araw at maraming salamat sa pagtawag sa "Teleco Pilipinas" ito po si "Samantha" ano pong maitutulong ko	227c3108-ed81-4c42-b6f9-988f503fcc43
376077	2	0:04:08.265	00:00:5.435	Maraming salamat paalam [n_s/]	227c3108-ed81-4c42-b6f9-988f503fcc43
305678	1	0:02:44.778	00:00:21.747	[eng_start/] Okay [eng_end/] maraming salamat po at [filler/] ipapaalam ko lang din po sa inyo [uni/] na makakatanggap po kayo ng [eng_start/] text [eng_end/] nang kumpirmasyon [filler/] kayong tatlong miyembro po walang anuman po at [filler/] ipapaalam ko din po sa inyo ni "Torres" na makakatanggap din po kayo ng [eng_start/] email [eng_end/] na may mga tagubilin tungkol po sa pagbabayad po ng bagong [eng_start/] package [eng_end/] niyo	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
306021	2	0:01:47.140	00:00:13.204	[filler/] [filler/] Mga kasi ano [filler/] gagamitin ko talaga siya sa trabaho [eng_start/] so [eng_end/] sa pagbubukas ng [eng_start/] email [eng_end/] sa pagsasagot ng [eng_start/] email [eng_end/] sa sa [eng_start/] work up [eng_end/] saka sa [eng_start/] messenger [eng_end/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
306018	1	0:01:20.090	00:00:15.301	[filler/] Opo [filler/] Gusto ko lang po ipaalam sa inyo na may mga espesyal na [eng_start/] plan [eng_end/] naman po tayo para po sa pang-matagalang pagbiyahe sa ibang bansa Itatanong ko lang po kung gusto niyo po bang malaman ang tungkol sa [eng_start/] data or [eng_end/] mga minuto po	e15a3822-3849-4ac2-afd2-e426d888c1ee
305429	1	0:00:15.234	00:00:7.923	[filler/] Opo [filler/] sige po matutulong ko naman po kayo diyan sa pamamagitan ng telepono hihingin ko lang po ang numero ng telepono po ninyo	c286961d-ae39-47ee-b3f2-638e83b26080
306031	1	0:03:41.721	00:00:4.953	[n_s/] Walang anuman po at [filler/] maraming salamat sa pagtawag at magandang araw po sa inyo	e15a3822-3849-4ac2-afd2-e426d888c1ee
331084	1	0:03:13.237	00:00:8.723	Sige ho maraming salamat ho [filler/] ire-reserba ko na po ang numero nito para sa inyo [n_s/]	8cf42327-97da-498d-a619-6c5bec59e5a3
331073	1	0:00:58.830	00:00:18.776	[filler/] Dapat po kasi may nakakonektang kahon sa [eng_start/] socket [eng_end/] ng telepono niyo [filler/] sige ho gusto ko lang pong ipaalam sa inyo na ang pagkakabit ng [eng_start/] landline [eng_end/] ay dadaan po sa karaniwang saksakan ng telepono sa dingding ng o sa pader niyo diyan sa inyong bahay [n_s/]	8cf42327-97da-498d-a619-6c5bec59e5a3
305446	2	0:02:42.550	00:00:11.322	[n_s/] [eng_start/] Okay [eng_end/] sige po [n_s/]	c286961d-ae39-47ee-b3f2-638e83b26080
335269	2	0:00:24.256	00:00:6.146	[filler/] Opo [filler/] ang numero po ay [eng_start/] zero four one five one two four five four five [eng_end/]	57f44268-fbf9-4616-868e-0768e637f0e6
335291	2	0:03:38.229	00:00:3.334	[filler/] [filler/] sige [filler/] walang problema [filler/] salamat ulit	57f44268-fbf9-4616-868e-0768e637f0e6
305676	1	0:02:15.256	00:00:13.780	[filler/] sige sige po wala namang problema [filler/] hihingilingin hihilingin ko din na lang po sana yung numero po ng telepono at buong pangalan po nung [filler/] dalawang karagdagang miyembro ng pamilya niyo po na gagamit sa [eng_start/] package [eng_end/]	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
305439	1	0:01:34.308	00:00:11.378	[filler/] Sige sige po naiintindihan ko wala pong problema yun [filler/] [eng_start/] miss [eng_end/] "Kathreen" kasi meron naman din po tayong [filler/] [eng_start/] plan [eng_end/] na mayroon pong [filler/] limang oras na [eng_start/] credits [eng_end/] ng tawag	c286961d-ae39-47ee-b3f2-638e83b26080
335266	1	0:00:00.000	00:00:7.185	[eng_start/] one [eng_end/] magandang araw ako po si "Grace" maraming salamat sa pagtawag sa [eng_start/] "Recording Telco" [eng_end/] ano po ang maitutulong ko	57f44268-fbf9-4616-868e-0768e637f0e6
331067	1	0:00:12.773	00:00:15.262	[filler/] Sige ho wala pong problema matutulungan ko po kayo diyan mara- [filler/] pwede ko po bang malaman kung mayroon na po kayong [eng_start/] account [eng_end/] dito sa aming kumpanya sige po hahanapin ko po ang inyong [eng_start/] account [eng_end/] pwede ko po bang makuha ang buo ninyong pangalan	8cf42327-97da-498d-a619-6c5bec59e5a3
335268	1	0:00:14.765	00:00:9.621	[filler/] Wala pong problema matutulungan ko po kayo sa pamamagitan ng telepono [filler/] maaari ko po bang hingin ang numero ng inyong telepono	57f44268-fbf9-4616-868e-0768e637f0e6
338231	2	0:02:43.798	00:00:6.046	"Alex" [eng_start/] dot [eng_end/] "Salonga" [eng_start/] at "Gmail" dot com [eng_end/] po [n_s/]	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
310094	2	0:03:04.567	00:00:7.466	[filler/] Ganun ba salamat sa impormasyon sapat naman na ang nakuha kong impormasyon tungkol sa pagu-upgrade ng aking telepono	9591d37d-3d5f-470b-81ab-f93624f58b92
331069	2	0:00:27.949	00:00:11.108	"Kenneth Alfaro" po [n_s/] [filler/] [eng_start/] eight six nine [eng_end/] "Mindanao Avenue Santa Maria Quezon City	8cf42327-97da-498d-a619-6c5bec59e5a3
338234	1	0:03:09.175	00:00:13.190	[filler/] Pwedeng pwede naman po [filler/] magparehistro ang bagong [filler/] subskripsyon ngayon pwede po kayong pumunta sa [eng_start/] online [eng_end/] at ibabawas na lang po ang diskwento sa buwanang bayarin po	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
376076	1	0:03:50.130	00:00:16.781	[filler/] [eng_start/] okay [eng_end/] po at [filler/] maraming salamat din po sa pagtawag sa [eng_start/] "Telco [eng_end/] Pilipinas" Sa lahat po ng mga detalyeng sinabi ko sa inyo [filler/] paalala lamang po na kailangan niyo po tingnan ito sa [eng_start/] website [eng_end/] para po sa detalyadong impormasyon Magandang araw po at paalam po	227c3108-ed81-4c42-b6f9-988f503fcc43
310070	1	0:00:00.000	00:00:7.817	[n_s/] magandang araw ako si "Jasmine" at salamat sa pagtawag sa "Pinoy ako Telecommunications" ano pong maitutulong ko [n_s/]	9591d37d-3d5f-470b-81ab-f93624f58b92
376058	1	0:01:14.389	00:00:15.316	[filler/] Maraming salamat po sa impormasyon Ngayon [filler/] gumagana po ngayon ang [eng_start/] "Five G. Network" [eng_end/] sa karamihan po ng "Lungsod ng Maynila" at [filler/] posible namang po tayong mag-upgi [eng_start/] upgrade [eng_end/] dito	227c3108-ed81-4c42-b6f9-988f503fcc43
310092	2	0:02:51.652	00:00:4.903	[n_s/] [filler/] Oo [filler/] gusto kong malaman kung kailan magbubukas ang tindahan ninyo	9591d37d-3d5f-470b-81ab-f93624f58b92
310089	2	0:02:25.578	00:00:12.622	[n_s/] [filler/] Salamat sa impormasyon tatanungin ko lang din [filler/] meron ba kayong [eng_start/] maximum [eng_end/] na halaga para sa [eng_start/] rebate [eng_end/] ng [eng_start/] upgrade [eng_end/]	9591d37d-3d5f-470b-81ab-f93624f58b92
310071	2	0:00:05.464	00:00:8.495	[n_s/] Magandang araw [filler/] gusto kong malaman kung maaari na ba akong mag-upgrade ng telepono	9591d37d-3d5f-470b-81ab-f93624f58b92
338227	2	0:02:13.467	00:00:10.817	[n_s/] [filler/] Ipapadala ko na lang po sana telepono [n_s/]	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
376071	2	0:03:15.235	00:00:5.156	[filler/] Maraming salamat sa impormasyon na yan [filler/] [n_s/] talagang natulungan ako	227c3108-ed81-4c42-b6f9-988f503fcc43
306022	1	0:02:00.168	00:00:28.873	[filler/] Sige sige po [n_s/] [filler/] Titingnan ko lamang po sa [eng_start/] system [eng_end/] namin [filler/] Sandali lamang po [eng_start/] Okay [eng_end/] [filler/] [eng_start/] miss [eng_end/] "Torres" sa nakikita ko po dito [filler/] mairerekomenda ko pong plano para sa inyo ay [filler/] ito pong aming [filler/] [eng_start/] "UK" data plan [eng_end/] At [filler/] meron po itong [filler/] Meron kaming dalawang [eng_start/] plan [eng_end/] na yung [n_s/] isa ay nagkakahalaga po ng [filler/] [eng_start/] three thousand three [eng_end/] isang buwan Yung mas maliit na [eng_start/] plan [eng_end/] naman po ay nagkakahalaga ng [eng_start/] one five [eng_end/] sa isang buwan	e15a3822-3849-4ac2-afd2-e426d888c1ee
338216	1	0:00:29.938	00:00:5.139	[filler/] Maraming salamat at [filler/] hihingin ko din po ang buong pangalan ninyo	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
310075	2	0:00:34.856	00:00:5.384	Ang petsa ng aking kapanganakan ay [eng_start/] "January" thirty nineteen ninety [eng_end/]	9591d37d-3d5f-470b-81ab-f93624f58b92
310083	2	0:01:32.955	00:00:5.785	Kung sakali ba kailangan ko bang magbayad sa koreo para sa pagbabalik ng lumang telepono ko	9591d37d-3d5f-470b-81ab-f93624f58b92
306009	1	0:00:17.010	00:00:16.560	[filler/] [filler/] Sige po [filler/] matutulungan ko naman po kayo diyan sa pamamagitan ng telepono lamang At itatanong ko lang po [filler/] kung [filler/] [eng_start/] customer [eng_end/] na po ba kayo sa kumpanyang ito [n_s/] [filler/] Mabuti naman po [filler/] hihingin ko lamang po ang inyong buong pangalan [eng_start/] ma'am [eng_end/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
376049	2	0:00:09.431	00:00:7.517	[filler/] Magandang umaga [uni/] [filler/] [n_s/] Gusto ko lang sanang humingi ng impormasyon tungkol dun sa bago niyong [filler/] [eng_start/] "Five [eng_end/] G. [eng_start/] Program" [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
305664	2	0:00:32.900	00:00:2.804	[filler/] [eng_start/] "June" nineteen nineteen eighty-one [eng_end/]	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
305677	2	0:02:28.856	00:00:16.036	[filler/] Yung asawa ko si "Randy Torres" yung [eng_start/] number [eng_end/] niya [filler/] [eng_start/] two three four five six seven eight nine zero [eng_end/] tapos [filler/] yung anak namin si "Mylene Torres" [filler/] 'yong numero niya ay [eng_start/] three four five six seven eight nine zero one [eng_end/] [n_s/]	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
331082	1	0:02:51.225	00:00:22.012	[filler/] Sige pero bago po iyan meron po ba kayong personal na gustong numero na piliin [filler/] ganun ho ba sige ho magbibigay po akong ng numero na tingin ko madaling tandaan ang numero po na ito ay [eng_start/] zero two eight five one zero zero zero zero okay [eng_end/] lang po ba ito sa inyo [n_s/]	8cf42327-97da-498d-a619-6c5bec59e5a3
310073	2	0:00:24.330	00:00:6.109	Oo naman ang numero ng aking telepono ay [eng_start/] zero nine two five one two three seven four five eight [eng_end/]	9591d37d-3d5f-470b-81ab-f93624f58b92
305666	1	0:00:46.845	00:00:24.802	[eng_start/] Okay [eng_end/] maraming salamat [eng_start/] miss [eng_end/] "Torres" at [filler/] ngayon po'y ipapaalam ko sa inyo na meron po tayong iba't-ibang pampamilyang [eng_start/] package [eng_end/] na nagpapahintulot po ng pagbabahagi ng mga minuto at [eng_start/] data [eng_end/] po sa [filler/] mga pami- miyembro po ng inyong pamilya at [filler/] meron po tayong iba't-ibang laki ho ng [filler/] [eng_start/] data [eng_end/] kagaya ho ng [filler/] [filler/] limang [filler/] limang [eng_start/] gig [eng_end/] meron din po tayong sampung [eng_start/] gig [eng_end/] at iba pa po	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
376065	2	0:02:19.931	00:00:9.104	[filler/] [n_s/] Ano po yung pwede kong gawin para ma-set up yung telepono ko para mas gumanda yung [eng_start/] network [eng_end/] kasi kailangan sa trabaho talaga [filler/]	227c3108-ed81-4c42-b6f9-988f503fcc43
376051	2	0:00:27.025	00:00:5.665	[filler/] [eng_start/] Eight two two one four five three six six nine [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
376053	2	0:00:39.271	00:00:4.352	[uni/] [n_s/] [eng_start/] Six six five [eng_end/] [uni/]	227c3108-ed81-4c42-b6f9-988f503fcc43
306025	2	0:02:52.266	00:00:4.869	[filler/] Magtatagal kasi ako sa [eng_start/] "Spain" [eng_end/] baka puwedeng bawasan iyong [eng_start/] regular [eng_end/] na [eng_start/] "U. K. " plan [eng_end/] ko	e15a3822-3849-4ac2-afd2-e426d888c1ee
306007	1	0:00:00.000	00:00:8.036	[n_s/] Magandang araw Maraming salamat sa pagtawag sa [eng_start/] "A B C communica- Telecomunication Company" [eng_end/] Ito po si "Karen" ano pong maipaglilingkod ko sa inyo	e15a3822-3849-4ac2-afd2-e426d888c1ee
310078	1	0:00:58.066	00:00:9.426	Salamat ho at [filler/] [filler/] pwede ko po bang hilingin na huwag niyo po munang ibaba ang telepono [filler/] kasi po titignan ko po muna ang [eng_start/] system [eng_end/] namin pwede po ba	9591d37d-3d5f-470b-81ab-f93624f58b92
310091	2	0:02:38.200	00:00:8.700	[n_s/] [filler/] ganoon ba salamat sa impormasyon	9591d37d-3d5f-470b-81ab-f93624f58b92
306032	2	0:03:46.936	00:00:3.592	Maraming salamat "Karen" paalam [n_s/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
335282	2	0:02:35.040	00:00:11.868	[filler/] Ganun ba [filler/] sige [filler/] salamat sa impormasyon [filler/] may nakita kasi akong mas murang [eng_start/] plan [eng_end/] sa iba na may kasamang bagong telepono ano bang mangyayari kung kakanselahin ko na lang yung kontrata ngayon	57f44268-fbf9-4616-868e-0768e637f0e6
335286	2	0:03:07.197	00:00:7.855	[filler/] Ganun ba ayoko na kasing tumawag pa ulit [filler/] gusto kong tapusin na yung kontrata pagkatapos ng sapilitang anim na buwan	57f44268-fbf9-4616-868e-0768e637f0e6
335289	1	0:03:26.984	00:00:2.900	Wala pong anuman [eng_start/] ma'am [eng_end/] meron pa po ba kayong kailangan	57f44268-fbf9-4616-868e-0768e637f0e6
306011	1	0:00:33.570	00:00:13.067	[eng_start/] Okay [eng_end/] Maraming salamat po [n_s/] At [filler/] hihingin ko din po ang inyong [eng_start/] account number [eng_end/] po [n_s/] [eng_start/] Thanks [eng_end/] Sige po maraming salamat At ang petsa po ng inyong kapanganakan	e15a3822-3849-4ac2-afd2-e426d888c1ee
335281	1	0:02:23.757	00:00:11.490	[eng_start/] Ma'am [eng_end/] awtomatiko pong mangyayari ang paglilipat Pero pwede nyong samantalahin ang oportunidad na ito para pumili ng bagong [eng_start/] plan [eng_end/] dahil maraming [eng_start/] available [eng_end/] na diskwento	57f44268-fbf9-4616-868e-0768e637f0e6
306024	1	0:02:37.467	00:00:14.725	[filler/] Opo [filler/] Ganun na nga po [filler/] [eng_start/] miss [eng_end/] "Torres" no At [filler/] dagdag nga po ito sa kasalukuyan mong [eng_start/] data plan [eng_end/] At [filler/] mananatili 'tong [filler/] karaniwan pong "U. K. " [eng_start/] data plan [eng_end/] at [filler/] regular din po [filler/] magagamit ang [eng_start/] data [eng_end/] po ninyo sa [eng_start/] "Spain" [eng_end/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
306010	2	0:00:26.741	00:00:8.329	Oo [eng_start/] customer [eng_end/] na ako Oo oo [n_s/] [filler/] "Rica Torres"	e15a3822-3849-4ac2-afd2-e426d888c1ee
335276	2	0:01:14.230	00:00:10.657	[filler/] Naku hindi na po kasi ang gusto ko po talaga ay [filler/] tapusin na ang kontrata pero pwede ba akong humingi ng impormasyon tungkol diyan sa promosyonal na [filler/] [eng_start/] package [eng_end/]	57f44268-fbf9-4616-868e-0768e637f0e6
310085	2	0:01:49.699	00:00:4.796	[filler/] Mabuti naman gaano kat- gaano naman kabilis makukuha ang telepono sa tindahan	9591d37d-3d5f-470b-81ab-f93624f58b92
376061	2	0:01:45.228	00:00:2.460	[filler/] Nasa magkano kaya babayaran	227c3108-ed81-4c42-b6f9-988f503fcc43
310084	1	0:01:38.493	00:00:11.312	[filler/] Para po dito ay hindi naman po kailangang magbayad dahil po [filler/] ito po ay libre [filler/] hindi po niyo kailangan [filler/] sagutin ang bayad sa koreo kami ho iyon	9591d37d-3d5f-470b-81ab-f93624f58b92
310076	1	0:00:40.025	00:00:12.877	Salamat po at para po sa karagdagang detalye ano po ang buong pangalan po ninyo salamat [eng_start/] ma'am [eng_end/] at [filler/] pwede niyo po bang kumpirmahin ang inyong [eng_start/] address [eng_end/] po	9591d37d-3d5f-470b-81ab-f93624f58b92
310087	2	0:02:03.416	00:00:13.698	[n_s/] Pagkatapos ko bang mag-up-mag-upgrade [filler/] maaring mo bang sabihin kung gaano katagal ulit bago ako maging karapat-dapat sa isa pang [eng_start/] upgrade [eng_end/]	9591d37d-3d5f-470b-81ab-f93624f58b92
306023	2	0:02:28.355	00:00:9.332	[n_s/] [filler/] [filler/] Sige sige [filler/] Gusto ko sanang malaman kung ang mga halagang ito ay dagdag pa sa kasa- kasalukuyan kong [eng_start/] data plan [eng_end/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
338217	1	0:00:38.660	00:00:3.455	[filler/] At ano po ba ang petsa ng inyong kapanganakan	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
335277	1	0:01:25.202	00:00:31.169	[n_s/] [filler/] Marami po ang mga ka- [eng_start/] package ma'am [eng_end/] ang pinakamatipid po na [eng_start/] package [eng_end/] ay nag aalok ng [eng_start/] five hundred [eng_end/] minuto at [eng_start/] five gigabyte [eng_end/] ng [eng_start/] data [eng_end/] sa halagang [eng_start/] six hundred ninety pesos [eng_end/] kada buwan at maraming [eng_start/] available [eng_end/] na [eng_start/] data add on [eng_end/] at dagdag po na [eng_start/] two gigabyte [eng_end/] ng [eng_start/] data [eng_end/] sa halagang [eng_start/] one hundred thirty-eight pesos [eng_end/] kada buwan [eng_start/] five gigabyte [eng_end/] ng [eng_start/] data [eng_end/] sa halagang [eng_start/] three hundred forty-five pesos [eng_end/] kada buwan at [eng_start/] ten gigabyte [eng_end/] ng [eng_start/] data [eng_end/] sa halagang [eng_start/] five hundred fifty-two pesos [eng_end/] kada buwan	57f44268-fbf9-4616-868e-0768e637f0e6
376062	1	0:01:48.782	00:00:6.885	[filler/] Medyo [eng_start/] for- [eng_end/] para po sa [eng_start/] five G. network [eng_end/] medyo may mas mahal po ito kumpara dito sa [eng_start/] four G. [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
305662	1	0:00:14.664	00:00:14.083	[filler/] Opo [filler/] makakatulong ko naman po ako sa inyo tungkol dito itatanong ko lamang po kung may [eng_start/] account [eng_end/] na po ba kayo [filler/] dito sa kumpanya namin [eng_start/] okay [eng_end/] buti naman po at [filler/] hihingin ko po ang inyong buong pangalan	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
306014	1	0:00:50.336	00:00:6.887	[eng_start/] Okay [eng_end/] sige po [filler/] hihilingin ko rin po na kumpirmahin po ninyo ang [eng_start/] address [eng_end/] po ninyo na nasa [eng_start/] system [eng_end/] po	e15a3822-3849-4ac2-afd2-e426d888c1ee
305668	1	0:01:16.835	00:00:12.028	[filler/] Opo ang [filler/] pinakamaliit na [eng_start/] package [eng_end/] po natin ay [filler/] isang libo po sa isang buwan at ang [filler/] [eng_start/] package [eng_end/] po na ito ay pwedeng pagsaluhan po ng hanggang tatlong miyembro ng inyong pamilya	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
335274	2	0:00:52.533	00:00:4.244	[filler/] Opo ito po ay [eng_start/] unit one two three "Peach Street [eng_end/] [filler/] Bataan"	57f44268-fbf9-4616-868e-0768e637f0e6
376075	2	0:03:44.888	00:00:3.542	[filler/] Wala naman na sa ngayon natulungan mo na ak	227c3108-ed81-4c42-b6f9-988f503fcc43
376056	1	0:00:58.040	00:00:6.738	[eng_start/] Okay [eng_end/] po at pakikumpirma rin po ang pet- ang [eng_start/] address [eng_end/] po ninyo na nasa [eng_start/] system [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
376054	1	0:00:43.841	00:00:6.990	[filler/] [filler/] Maraming salamat po ngayon [filler/] paki-kumpirma naman po ang petsa ng inyong kapanganakan	227c3108-ed81-4c42-b6f9-988f503fcc43
376074	1	0:03:41.752	00:00:2.034	[filler/] sige po may kailangan pa po ba kayo	227c3108-ed81-4c42-b6f9-988f503fcc43
376064	1	0:02:07.166	00:00:10.700	Kapag koneto kapag konekta po hindi po ito mangyayari dahil hindi po akma sa bagong [eng_start/] network [eng_end/] ang karamihan po ng mga telepono dito sa "Maynila"	227c3108-ed81-4c42-b6f9-988f503fcc43
376055	2	0:00:52.039	00:00:4.435	[uni/] [eng_start/] "December" five nineteen sixty-five [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
338236	1	0:03:31.580	00:00:15.061	[filler/] Ayun mabuti po pakibasa po ng maigi ang [eng_start/] email [eng_end/] para po malaman niyo po yung tamang paraan po na mag- ng pagpapadala po ng telepono at mayron pa po ba kayong [filler/] kailangan pa [eng_start/] or [eng_end/] tanong pa po sakin	f60f43d3-6ab5-48c4-8eb1-ac2061e3661d
305427	1	0:00:00.000	00:00:8.777	[uni/] Magandang araw maraming salamat sa pagtawag sa [eng_start/] "A. B. C. Telecommunication Company" [eng_end/] ito po si "Karen" ano pong maipaglilingkod ko sa inyo	c286961d-ae39-47ee-b3f2-638e83b26080
376050	1	0:00:17.485	00:00:8.493	[filler/] [filler/] Sige po at matutulungan ko naman po kayo sa tungkol dito at hihingiin ko lang po sana yung numero ng inyong telepono	227c3108-ed81-4c42-b6f9-988f503fcc43
306013	2	0:00:46.447	00:00:6.406	[filler/] [eng_start/] "June" nineteen nineteen eighty-one [eng_end/] [n_s/]	e15a3822-3849-4ac2-afd2-e426d888c1ee
306016	1	0:01:01.936	00:00:9.256	Maraming salamat po sa pagkumpirma Itatanong ko lang po [eng_start/] miss [eng_end/] "Torres" kung [filler/] anong impormasyon po ang gusto ninyo tungkol dyan- sa mga [eng_start/] plan [eng_end/] na magagamit sa "Spain"	e15a3822-3849-4ac2-afd2-e426d888c1ee
376060	1	0:01:37.095	00:00:5.644	[filler/] [eng_start/] Okay [eng_end/] po bale ang mga [eng_start/] plan [eng_end/] po ay katulad din naman katulad na katulad po ng [eng_start/] four [eng_end/] G. [eng_start/] network [eng_end/]	227c3108-ed81-4c42-b6f9-988f503fcc43
305665	2	0:00:41.610	00:00:4.380	[n_s/] [filler/] [eng_start/] Two zero eight [eng_end/] "Rizal [eng_start/] Avenue Extension [eng_end/] Caloocan [eng_start/] City" [eng_end/]	bb02ec34-8c9d-4b42-aeac-dcba0840c77b
310090	1	0:02:35.576	00:00:16.742	[filler/] Para po sa [eng_start/] rebate [eng_end/] namin [filler/] ito po ay nakabatay [filler/] porsyento po sa presyo ng telepono pero wala naman po kaming [eng_start/] maximum [eng_end/] na [eng_start/] rebate [eng_end/] [n_s/] salamat din po at [filler/] matanong ko lang po kayo kung [filler/] meron pa kayong ibang karagdagang tanong	9591d37d-3d5f-470b-81ab-f93624f58b92
335280	2	0:02:14.497	00:00:9.293	[filler/] Gano'n ba sige naintindihan ko [filler/] tanungin ko na lang kung awtomatikong mangyayari ang paglipat sa [eng_start/] subscription [eng_end/] ko sa [eng_start/] S. I. M. [eng_end/] lang o kung kailangan ko pang tumawag ulit	57f44268-fbf9-4616-868e-0768e637f0e6
310086	1	0:01:54.280	00:00:13.462	[filler/] Para po diyaan ay [filler/] makukuha niyo po agad ang telepono kung mayroon po itong [uni/] kung hindi naman ay [filler/] mag-oorder po ng telepono ang tindahan at makukuha po ninyo ang telepono pagkalipas po ng mga ilang araw	9591d37d-3d5f-470b-81ab-f93624f58b92
310077	2	0:00:45.170	00:00:13.089	Ang aking buong pangalan ay "Elisa Vega" [n_s/] oo naman ang aking [eng_start/] address [eng_end/] ay [eng_start/] Five one eight [eng_end/] Pingping [eng_start/] Street Manila" [eng_end/]	9591d37d-3d5f-470b-81ab-f93624f58b92
306028	1	0:03:16.196	00:00:3.869	Opo [filler/] mangyayari [n_s/] po ang pagbabago simula po sa susunod na buwan	e15a3822-3849-4ac2-afd2-e426d888c1ee
335267	2	0:00:07.004	00:00:7.641	[filler/] Opo [filler/] magandang araw [filler/] gusto ko po sana ng [filler/] impormasyon tungkol po sa tagal ng aking kontrata	57f44268-fbf9-4616-868e-0768e637f0e6
376052	1	0:00:33.550	00:00:4.461	Maraming salamat po at hingin ko lang din po sana ang buo niyong pangalan	227c3108-ed81-4c42-b6f9-988f503fcc43
