case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier,RecordingId,SpeakerId,SegmentDuration,Domain,SampleRate,BitDepth,Role,IsNative,Age,Gender,Country,Accent,MainAudioFile,AudioFile
330160,Single message,[eng_start/] Okay ma'am [eng_end/] Maganda po yan [eng_start/] ma'am [eng_end/] Ngayon [eng_start/] ma'am [eng_end/] gusto ko lang pong ipaalala sainyo na magdala po kayo ng iba't ibang uri ng pagkakakilanlan gaya po ng [eng_start/] I. D. [eng_end/] o pasaporte po kung meron po kayo [n_s/],Phone,Loans,Request,Assigned,Medium,2024-01-26T10:04:00+08:00,,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,AAF38662-6FDA-48EB-A673-F5F7A50C48DB,00:00:13.783,banking,8000,16,agent,True,42,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\117_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330161,Single message,Gagawin ko yan salamat sa oras mo,Phone,Loans,Request,Assigned,Medium,2024-01-26T10:05:00+08:00,,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,6106C194-2F98-4C04-B0DC-666E2B3D10B9,00:00:2.557,banking,8000,16,customer,True,28,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\118_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330162,Single message,[eng_start/] Okay [eng_end/] maraming salamat din po [eng_start/] ma'am [eng_end/] sa inyong oras meron pa po ba kayong [filler/] may iba pa po ba akong maitutulong sa inyo,Phone,Loans,Request,Closed,Medium,2024-01-26T10:06:00+08:00,2024-01-26T10:07:00+08:00,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,AAF38662-6FDA-48EB-A673-F5F7A50C48DB,00:00:7.607,banking,8000,16,agent,True,42,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\119_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330163,Single message,Wala wala naman na akong kailangan mula sa tawag na ito pupunta na lang ako sa [eng_start/] branch [eng_end/] ninyo bukas,Phone,Loans,Inquiry,Closed,Medium,2024-01-26T10:07:00+08:00,2024-01-26T10:08:00+08:00,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,6106C194-2F98-4C04-B0DC-666E2B3D10B9,00:00:5.678,banking,8000,16,customer,True,28,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\120_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330164,Single message,"[eng_start/] Okay [eng_end/] maraming salamat po ulit sa pag tawag sa ""Bangko ng Bayan"" [eng_start/] Ma'am [eng_end/] iniimbitahan ko po kayo sumali sa [eng_start/] satisfaction survey [eng_end/] tungkol po sa kasiyahan ninyo",Phone,Loans,Inquiry,Closed,Medium,2024-01-26T10:08:00+08:00,2024-01-26T10:09:00+08:00,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,AAF38662-6FDA-48EB-A673-F5F7A50C48DB,00:00:9.011,banking,8000,16,agent,True,42,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\121_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330165,Single message,Walang problema gagawin ko yan Maraming salamat Paalam,Phone,Loans,Inquiry,Closed,Medium,2024-01-26T10:09:00+08:00,2024-01-26T10:10:00+08:00,Mid,4f583fc1-a97f-4e2d-94ee-59bac143af45,6106C194-2F98-4C04-B0DC-666E2B3D10B9,00:00:4.160,banking,8000,16,customer,True,28,Female,Philippines,Cavite,Audio/4f583fc1-a97f-4e2d-94ee-59bac143af45.wav,sliced_audio\122_4f583fc1-a97f-4e2d-94ee-59bac143af45.wav
330050,Single message,"Maraming salamat sa pagtawag sa ""Bangko ng Makati"" ako po si ""Teresita"" ano pong maitutulong ko sa inyo ngayon",Phone,Credit Cards,Request,New,Low,2024-01-26T10:11:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:5.638,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\123_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330051,Single message,[n_s/] [filler/] Magandang araw po gusto ko sanang i-activate ang isang bagong [eng_start/] credit card [eng_end/],Phone,Credit Cards,Request,New,Low,2024-01-26T10:12:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:5.743,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\124_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330052,Single message,[filler/] Ganun ho ba sige ho [filler/] matutulungan ko po kayo dyan maaari ko po bang hingin yung labing anim na numero ng inyong [eng_start/] credit card [eng_end/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:13:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:7.498,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\125_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330053,Single message,[eng_start/] Four one seven two eight one three five four one six two one three four three [eng_end/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:14:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:6.295,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\126_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330054,Single message,Maraming salamat ho ngayon ho [filler/] maaari ko po bang hingin ang buo ninyong pangalan maraming salamat pwede ko rin po bang hingin ang [eng_start/] billing address [eng_end/] maraming salamat ho ngayon ho pwede niyo po bang banggitin sa akin ang petsa ng inyong kapanganakan,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:15:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:16.918,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\127_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330055,Single message,Paliparan Dasma Cavite,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:16:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.476,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\128_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330056,Single message,"[eng_start/] ""January"" twenty-six nineteen ninety-six [eng_end/] [n_s/]",Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:17:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:3.452,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\129_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330057,Single message,Maraming salamat ho pwede ko po bang makuha din ang numero po ng inyong telepono,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:18:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:4.805,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\130_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330058,Single message,[eng_start/] Zero nine four seven six three eight one one zero three [eng_end/] [n_s/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:19:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:5.238,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\131_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330059,Single message,Maraming salamat kailangan ko rin hong kunin ang numero po ng inyong [eng_start/] national insurance [eng_end/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:20:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:4.803,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\132_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330060,Single message,[eng_start/] A. B. one two three four five six D. [eng_end/] [n_s/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:21:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:3.970,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\133_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330061,Single message,Maraming salamat ho Para po sa karagdagang beripikasyon maaari niyo po bang tignan ang likod ng inyong [eng_start/] credit card [eng_end/] [n_s/] at ibigay sa'kin [n_s/] ang tatlong numero [n_s/] sa likod Maraming [n_s/] salamat ho Nagtugma naman ho lahat ng impormasyon na binigay nyo sa'kin Batay po dito sa aming [eng_start/] system [eng_end/] [n_s/] ang [eng_start/] credit limit [eng_end/] ho ng inyong [eng_start/] credit card [eng_end/] ay hanggang [n_s/] isang daang libong piso,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:22:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:22.977,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\134_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330062,Single message,[filler/] Nauunawaan ko po ang [eng_start/] limit [eng_end/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:23:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.668,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\135_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330063,Single message,"Maraming salamat ho [filler/] Gusto ko lang din po ipaalam sa inyo na matagumpay ko na pong nai-activate ang inyong [eng_start/] credit card [eng_end/] at maraming ra- maraming salamat po na napili niyo ang ""Bangko ng Makati"" para po sa serbisyo ng inyong [eng_start/] credit card [eng_end/]",Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:24:00+08:00,2024-01-26T10:25:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:15.039,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\136_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330064,Single message,Maraming salamat po sa tulong niyo [n_s/],Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:25:00+08:00,2024-01-26T10:26:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.455,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\137_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330065,Single message,Walang anuman ho maraming salamat din ho sa inyong oras meron pa po ba akong pwedeng maitulong sa inyo,Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:26:00+08:00,2024-01-26T10:27:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:5.487,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\138_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330066,Single message,[filler/] May kailangan lang sana ako na gusto kong mag-set up ng [eng_start/] paperless billing or statements [eng_end/] [n_s/],Phone,Credit Cards,Request,New,Low,2024-01-26T10:27:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:7.506,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\139_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330067,Single message,[filler/] Sige ho wala pong problema matutulungan ko po kayo tungkol diyan [filler/] nakabukas pa naman po ang inyong [eng_start/] account [eng_end/] dito sa aming [eng_start/] system [eng_end/] kaya mabilis ko po itong magagawa gusto ko lang sanang malaman kung gusto niyo po bang gawing [eng_start/] paperless [eng_end/] ang komunikasyon para po sa inyong [eng_start/] credit card [eng_end/] at para sa inyong A. T. - [eng_start/] A. T. M. card [eng_end/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:28:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:17.284,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\140_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330068,Single message,[filler/] Gusto kong maging [eng_start/] paperless [eng_end/] ang lahat ng komunikasyon,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:29:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:3.911,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\141_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330069,Single message,Sige ho gusto ko lang pong ipaalam sa inyo na meron po akong pinadal- pinadalang [eng_start/] email [eng_end/] meron po yung [eng_start/] link [eng_end/] ng pagkukumpirma kailangan nyo lang hong buksan ang [eng_start/] email [eng_end/] at i-click ang [eng_start/] link [eng_end/] na yun para po maproseso ang inyong hiling,Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:30:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:13.730,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\142_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330070,Single message,[n_s/] [filler/] Sige po titignan ko po ang [eng_start/] email [eng_end/] ngayon natanggap ko na po ang [eng_start/] email [eng_end/] at na-click ko na din ang [eng_start/] link [eng_end/] [n_s/],Phone,Credit Cards,Request,Assigned,Low,2024-01-26T10:31:00+08:00,,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:6.738,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\143_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330071,Single message,Maraming salamat po nakumperma ko na po na matagumpay ang paglipat ng [eng_start/] paperless billing [eng_end/] ng lahat ho ng komunikasyon para sa inyong [eng_start/] credit card [eng_end/] at [eng_start/] A. T. M. card [eng_end/] magsisimula po kayo makatanggap ng mga [eng_start/] billing statement [eng_end/] sa susunod na buwan dyan po sa aktibong [eng_start/] email [eng_end/] nyo na ginamit nyo po dito sa inyong [eng_start/] account [eng_end/],Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:32:00+08:00,2024-01-26T10:33:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:20.396,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\144_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330072,Single message,[filler/] Maraming salamat po sa tulong niyo,Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:33:00+08:00,2024-01-26T10:34:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:3.025,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\145_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330073,Single message,Naku walang anuman ho maraming salamat din ho sa inyong oras pwede ko po bang malaman kung meron pa akong pwedeng maitulong sa inyo maraming salamat ho ulit maaari ko po ba kayong imbitahan na sumali sa isang [eng_start/] satisfaction survey [eng_end/] [filler/] tungkol lamang po ito sa kasiyahan ng aming [eng_start/] customer [eng_end/] pagkatapos lamang ho ng tawag na 'to,Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:34:00+08:00,2024-01-26T10:35:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E1EBF390-D319-46CE-96D2-1CEBC0F7396C,00:00:20.398,banking,8000,16,agent,True,33,Female,Philippines,National Capital Region (Metro Manila),Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\146_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
330074,Single message,[n_s/] [filler/] Wala na po salamat po,Phone,Credit Cards,Request,Closed,Low,2024-01-26T10:35:00+08:00,2024-01-26T10:36:00+08:00,Low,5c3e2ffa-7229-40e2-ae85-e39aa6268b15,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.286,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav,sliced_audio\147_5c3e2ffa-7229-40e2-ae85-e39aa6268b15.wav
320543,Single message,"[n_s/] [eng_start/] Hello [eng_end/] magandang hapon salamat po sa inyong pagtawag sa ""Malayan [eng_start/] International Bank"" [eng_end/] itatanong ko lang po kung ano ang aking maitutulong sa inyo [n_s/]",Phone,Credit Cards,Request,New,Medium,2024-01-26T10:37:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:14.734,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\148_96725fab-7f97-4320-a7c7-605c894fda19.wav
320544,Single message,[filler/] Gusto kong magpa-setup ng awtomatikong [eng_start/] billing [eng_end/] para sa mga [eng_start/] statement [eng_end/] ng [eng_start/] credit [eng_end/],Phone,Credit Cards,Request,New,Medium,2024-01-26T10:38:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:6.989,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\149_96725fab-7f97-4320-a7c7-605c894fda19.wav
320545,Single message,[filler/] gusto kong magpaset up ng awtomatikong [eng_start/] billing [eng_end/] para sa mga [eng_start/] statement [eng_end/] ng [uni/] okay po [filler/] kukumpirmahin ko lang po na pwede 'tong gawin sa telepono pero hihingin ko po yung numero ng inyong [eng_start/] card card number [eng_end/] [n_s/],Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:39:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:19.235,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\150_96725fab-7f97-4320-a7c7-605c894fda19.wav
320546,Single message,[filler/] [eng_start/] one four five seven one [eng_end/],Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:40:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.528,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\151_96725fab-7f97-4320-a7c7-605c894fda19.wav
320547,Single message,[n_s/] [eng_start/] One four three two one four three two five seven one two six two three [eng_end/] po [eng_start/] nine two three five Okay [eng_end/] po [filler/] hingin ko na rin po yung buong pangalan ninyo,Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:41:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:11.752,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\152_96725fab-7f97-4320-a7c7-605c894fda19.wav
320548,Single message,"[eng_start/] Okay [eng_end/] po [eng_start/] miss [eng_end/] ""Kristina Conrado"" hingiin ko na rin po yung [eng_start/] complete [eng_end/] a- kumpletong [eng_start/] address [eng_end/] ninyo [n_s/] [eng_start/] okay [eng_end/] ""Victoria Reyes Muntinlupa City"" [eng_start/] okay madam [eng_end/] pahingi na din po ng petsa ng inyong kapanganakan [n_s/]",Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:42:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:18.485,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\153_96725fab-7f97-4320-a7c7-605c894fda19.wav
320549,Single message,"[filler/] ""Gloria Reyes"" [uni/] [eng_start/] city [eng_end/]",Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:43:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.345,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\154_96725fab-7f97-4320-a7c7-605c894fda19.wav
320550,Single message,[eng_start/] Okay [eng_end/] po [eng_start/] march five nineteen ninety seven madam [eng_end/] hihingin ko na rin po yung numero ng iyong [eng_start/] cellphone zero nine two nine two eight zero six three five four okay [eng_end/] po [eng_start/] madam [eng_end/] [filler/] pahingi na rin po ng tatlong [eng_start/] digit [eng_end/] na [eng_start/] security cord- security code [eng_end/] po na nasa likod ng inyong [eng_start/] card okay three six two [eng_end/] maraming salamat po [eng_start/] madam [eng_end/] [filler/] ikukum- kukupirmina- mahin ko po ang inyong pagkakakilanlan [filler/] saan nyo po gustong magmula [filler/] saang [eng_start/] account [eng_end/] niyo po gustong magmula ang pagbabayad,Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:44:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:40.181,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\155_96725fab-7f97-4320-a7c7-605c894fda19.wav
320551,Single message,[eng_start/] Zero nine nine two eight zero five four [eng_end/],Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:45:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:4.027,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\156_96725fab-7f97-4320-a7c7-605c894fda19.wav
320552,Single message,[filler/] Sa A. U. B. A. U.,Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:46:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:2.545,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\157_96725fab-7f97-4320-a7c7-605c894fda19.wav
320553,Single message,A. U. B. [eng_start/] okay madam [eng_end/] itatanong ko na rin po kung gusto niyo pong mag [eng_start/] setup [eng_end/] ng naka [eng_start/] fix [eng_end/] na bayad o awtomatikong bayaran a- bayaran ang buong halaga ng [eng_start/] statement [eng_end/] [n_s/],Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:47:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:12.623,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\158_96725fab-7f97-4320-a7c7-605c894fda19.wav
320554,Single message,[eng_start/] Okay [eng_end/] po sa [eng_start/] fixed [eng_end/] na bayad ise-set up ko po sa awtomatikong pagbabayad sa [eng_start/] credit card [eng_end/] para sa [eng_start/] fixed [eng_end/] na bayad [filler/] ang halaga po ng [eng_start/] fixed [eng_end/] na babayaran ninyo [eng_start/] is ten thousand pesos [eng_end/] itatanong ko po kung ano pa po ang pwede kong maitulong sa,Phone,Credit Cards,Request,Assigned,Medium,2024-01-26T10:48:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,85D21F93-60AF-4872-A46D-B815119BB8FF,00:00:16.471,banking,8000,16,agent,True,35,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\159_96725fab-7f97-4320-a7c7-605c894fda19.wav
320555,Single message,[filler/] Tanong ko din tungkol sa mga [uni/],Phone,Deposits,Inquiry,Assigned,Medium,2024-01-26T10:49:00+08:00,,Mid,96725fab-7f97-4320-a7c7-605c894fda19,E4656C37-FE08-4A5F-AF45-10F46915D2EC,00:00:3.072,banking,8000,16,customer,True,25,Female,Philippines,Cavite,Audio/96725fab-7f97-4320-a7c7-605c894fda19.wav,sliced_audio\160_96725fab-7f97-4320-a7c7-605c894fda19.wav
